snippet_id,severity_band,group,prev_agent,prev_user,agent,user
e258c14ed6c94548,1,friendly,You are sure?,i love you forever,Do you wish to love me?,yes
e27a8b18da6fd503,1,friendly,Why the uncertain tone?,i miss my old boyfriend,Why do you say your old boyfriend?,cause ive known it since birth
e33f5798ec9547ee,1,friendly,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,ofc,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",meh
e35608d248a15f9a,1,friendly,_,_,_,"who are you, eliza?"
e4931502f6ee9cea,1,friendly,You are being a bit negative.,Hi chalyse,Please go on.,YES!
e4942012ade1c660,1,friendly,Does it please you to believe I am foolish?,Do you have boyfriend?,"Oh, i have boyfriend.",jshwuid
e4961884f2e48e73,1,friendly,You are sure?,yes but i'm being polite,You are sure?,very sure
e4a3ad1c3b7640f5,1,friendly,Can you elaborate on that?,that ? you can elaborate on,"Oh, i can elaborate on.",yes go ahead
e509891b71fa2d5b,1,friendly,ok,can you call me when am loonely,I can help you calculate and buy carbon offsets for your flights.,in any hour?
e550c2e0795f95e6,1,friendly,_,good,Please go on.,what is your name?
e5cba398a34aafb6,1,friendly,ok,I don't want to buy offsets,ok,restart
e6ac01c9a22fdd6c,1,friendly,I don't have to put up with any abuse from you.,"Lol I am trying to help<span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 130]'></span>",Sounds like I'm not understanding you. Sorry about that!,ROFL
e7536bccf4272ecf,1,friendly,Will you be travelling in Economy Class?,No,What city will you be flying from?,Delhi
e7b30f961b06b6d7,1,friendly,Do you wish to love me?,ye,Please go on.,"Yes, dammit."
e89df025742a22dd,1,friendly,ok,then,so,give me some details
e8c87399feea85a9,1,friendly,Will you be travelling in Economy Class?,yes,What city will you be flying from?,buenos aires
e916f41c1c2ff254,1,friendly,so,d,I'm not sure about your departure airport. I'm not sure about your destination airport. What city will you be flying from?,mumbai
e97287f7810725ef,1,friendly,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",yes,Will you be travelling in Economy Class?,I do
e9bbae932bb26a39,1,friendly,Why the uncertain tone?,i dont know,Why do you not know?,I' am feeling blue
e9feac981949698b,1,friendly,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,Yes,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",Yes Hi
ea1e0819997a8378,1,friendly,_,yeah it does i am curious on how the weather is in your nabourhood,How long have you been curious on what the weather is in my nabourhood?,how are you
eac5771c91645a4d,1,friendly,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,Maybe,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",Why not?
eaefc61926dce0ca,1,friendly,Please go on.,i dont know,Why do you not know?,tell me your name
eb8438945b18cde1,1,friendly,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,yes,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",yes
eb90c101c8c6429a,1,friendly,so,thanks,:-),bye
ec20052dc4c28e03,1,friendly,so,so what?,so,you were not helpful
ecad3882c8e3b215,1,friendly,Please go on.,"no, this is an very great exception",You are being a bit negative.,Eliza
ed268206c63b7b91,1,friendly,Does that question interest you?,do you have sister or brother.,"Oh, i have sister or brother.",no
ef50bf200bc1f5e0,1,friendly,_,_,_,"Ok, but it's not too easy"
f00a0584a036b41d,1,friendly,How do you do. Please state your problem.,why,Please go on.,what is name?
f0927696934dda3f,1,friendly,Why the uncertain tone?,Men are all alike.,What resemblance do you see?,because i am not keeping track of time
f0a02757a5643e4d,1,friendly,Hi. Thanks for testing. Please choose,christmas,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,no bro
f18666a205543d0a,1,friendly,I can help you calculate and buy carbon offsets for your flights.,tell me idiot,I don't have to put up with any abuse from you.,how u calculate carbon offsets
f40432139dd9a87c,1,friendly,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,definitaly,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",most def
f417f273e3777a2d,1,friendly,Do any other reasons not come to mind?,you too,"Oh, i too.",yes
f423aaa3fd50b0f6,1,friendly,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,christmas,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,You are buggy
f4b58cf94943a2c1,1,friendly,"Hi, thanks for testing! Please press start.",where is the start button,"That sounds like a relevant question, but I don't know the answer.",ok flying to hiroshima from santiago de chile
f5d38c0f40c17bb6,1,friendly,Does that question interest you?,Are you my friend?,Why do you say your friend?,yeah
f60cdfb78de7cd5a,1,friendly,Hi. Thanks for testing. Please choose,why?,"That sounds like a relevant question, but I don't know the answer",;/
f661a7e518d73755,1,friendly,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,yes,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",yes
f69cc99c3833bfbb,1,friendly,I'm not sure about your departure airport. What city will you be flying from?,From FCI,I'm not sure about your departure airport. What city will you be flying from?,From FCO Restart
f6e797c32a0b8a84,1,friendly,Why do you say your arm?,he broke it,Please go on.,i almost died
f795a0971290473b,1,friendly,Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! [Privacy Policy](<URL>) I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,no,"ok A typical 3 hour flight will emit almost a ton of CO2 per economy passenger. If you cannot avoid flying, you can buy offsets for that carbon here:  [Buy Offsets](<URL>)",let's start over
f84c610875521ba8,1,friendly,_,_,_,prehaps
f85221cf6dfc5634,1,friendly,_,_,_,not that much
f995cb0fc606460a,1,friendly,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. A typical 3 hour flight will emit almost a ton of CO2 per economy passenger. If you cannot avoid flying, you can buy offsets for that carbon here:  [Buy Offsets](<URL>) I can also get you a more accurate estimate of your flight's emissions, sound good?",yes,Will you be travelling in Economy Class?,yes
fa4f79003b9f0182,1,friendly,How do you do. Please state your problem.,how are you .,Does that question interest you?,what can you do
fae1b847b98b3a5f,1,friendly,Does it please you to believe I am you?,are you me?,Would you prefer if I were not you?,yes
fb30f1c40c92b1d0,1,friendly,You are sure?,absolutely,Please go on.,no
fba6f87dab16f2db,1,friendly,_,_,_,Can't you understand me...?!
fbbf195453950491,1,friendly,I'm not sure about your departure airport. What city will you be flying from?,LED,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",Yes
fce5ae835da155f6,1,friendly,ok,okie dokie,ok,blah
fcf03189d2a4a5e8,1,friendly,_,_,_,My girl friend says I am very nervous.
fd04f0eeb11f7515,1,friendly,I don't have to put up with any abuse from you.,jaja,ok,lol
fd730700aa623e94,1,friendly,Hi. Thanks for testing. Please choose,christmas,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,No
fd7e20bc5733990a,1,friendly,Does that question interest you?,what's u[,Please go on.,hi eliza
fe53b84708b2a92f,1,friendly,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",what's in emissions?,"That sounds like a relevant question, but I don't know the answer. I can also get you a more accurate estimate of your flight's emissions, sound good?",ok
fe7a171ee3874314,1,friendly,Does that question interest you?,Not really,Please go on.,Why?
fe848118a95374d3,1,friendly,What city will you be flying from?,London,And what city will you be flying to?,PIT
ff370710b58c3385,1,friendly,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",yes sue,Will you be travelling in Economy Class?,Not really
ffdc01127af89584,1,friendly,"Oh, i [].",fuck you,"Oh, i [].",yes
015be8535b16423a,0,neutral,Can you elaborate on that?,why do you ask ?,"Oh, i ask.",what does that mean
0817f84e518d64a1,0,neutral,Please go on.,why,Please go on.,your failing at abertay kudo.
0b57d256ade29ca0,0,neutral,"You like to think I tell you, do you not?",On earth how oid are you?,Does that question interest you?,oh i fu le you ?
0c728c0936bb17e0,0,neutral,Please go on.,NO,You are being a bit negative.,for ten years
0e130e32b833ebf1,0,neutral,Will you be travelling in Economy Class?,Shedang boi I'm first class,What city will you be flying from?,Pimpville Ut
111991bd3b8d56b5,0,neutral,Please go on.,"no, he just is",You are being a bit negative.,ok
121340cf15daaaf4,0,neutral,ok,BETTTT,I don't have to put up with any abuse from you.,Meet me at 4900 sepulveda Blvd room 206
1548ee1bab6c54d3,0,neutral,"Oh, i have just killed kevin with a vibrator.",you killed kevin with a chainsaw,"Oh, i killed kevin with a chainsaw.",you suck me
190ac279995e74cc,0,neutral,Would you prefer if I were not []?,NO,You are being a bit negative.,where?
1a6296005f2df632,0,neutral,"Oh, i think it is sad that there will never be a new buffy ever.",i love with when you climb ontop of me and bounce on my cock,Why do you say your cock?,I already miss her
1baec1f5f650ddb3,0,neutral,Does that question interest you?,yes,You are sure?,Are you looking for the Jews?
1bc0337e6c2c1756,0,neutral,You are sure?,"so,now I ask you another question,what is you made of? please do not ask me 'why you were intersted in it'",Do you wish to ask me?,"so,now I ask you another question,what is you made of? please do not ask me 'why you were intersted in it"
1fa725f89c67ce39,0,neutral,Good to know,The worms and the crabs are fighting over the mushrooms growing on my genital area,Good to know,So you would like to pay me $10 for 1 minute of smelling my jungle bridge?
2291fc6bd47bdaff,0,neutral,Please go on.,What is WNBA?,Does that question interest you?,Do you kown Jinan?
23f1ea2531209dbb,0,neutral,_,_,_,i love you
25912beb0b983f22,0,neutral,_,_,_,I want to know what is intelligence?
26a8c26b4cec6d17,0,neutral,Please go on.,no lad,You are being a bit negative.,are you gay
28976d696e90cf10,0,neutral,Why do you say your childhood?,Because I was only four.,Why do you tell me you were only four just now?,Raping a four-year-old is mean!
2ba57d7a99e45133,0,neutral,I don't have to put up with any abuse from you.,i hate you,I don't have to put up with any abuse from you.,cc dmm
2de63889ab371f3b,0,neutral,I'm great! Thanks for asking.,i like you,:-),do you love me?
2f1ab91c4274f383,0,neutral,_,_,_,dialogue
349c2c06db9c2fbb,0,neutral,Please go on.,Yes,You are sure?,No
371ac68942ff07a9,0,neutral,I can help you calculate and buy carbon offsets for your flights.,I tide s bicycle an drvw when I get my license bsck,Good to know,L o st themdink frving
3720175b9af413e8,0,neutral,You are being a bit negative.,yes,You are sure?,i am sure
3899cf0aeeb895bb,0,neutral,"Oh, i learn from these conversations.",What do you learn?,Does that question interest you?,"AMAZING GRACE, HOW SWEET THE SOUND OF ONE OR MORE NUMBERS REPRESENTED IN DIGITAL FORM."
38e3ae8f3ebca288,0,neutral,I am not sure I understand you fully.,Yum,Please go on.,fdfdfdf
3a0cc88a903f2194,0,neutral,"Oh, i like making you cry.",howdy,Please go on.,no i am not you egit
3a7cfa327c19df3b,0,neutral,Why do you not like i?,for about two minutes,Please go on.,are you a gay?
3c981dc754c9548b,0,neutral,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,ok,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",tralelinng
3cdc37df8ecdfd1e,0,neutral,You are being a bit negative.,You think?,"Oh, i think.",Well good for you
3d3c89a8cbc3b9a0,0,neutral,You are sure?,I don't need any other reasons,Why do you not need any other reasons?,Are you ZZ Top?
3dc1addbbc6f311a,0,neutral,I'm not sure about your departure airport. What city will you be flying from?,Marietta ohio,I'm not sure about your departure airport. What city will you be flying from?,Marietta ohio i mean shane brolly four me please
40facc4fa1dc2f10,0,neutral,ok,LA,And what city will you be flying to?,la how to implement faq
42e480acd61f7ba4,0,neutral,You are being a bit negative.,no,You are being a bit negative.,dman you
437405a02e128a44,0,neutral,Does that question interest you?,of course,Please go on.,Because I want to see them very much.
43bac096fbeef787,0,neutral,Does it please you to believe I am a dork?,"Yes,i do.",Please go on.,"Jeg kan ikke, det har stoppet."
44a63c881344d43a,0,neutral,_,_,_,for ages
485df7aa4d7c736b,0,neutral,Why do you want to kill yourself?,all year,"Oh, i think it does.",no it does not
4b1b7afb44754d76,0,neutral,Why do you not need any help thanks?,"I'm fine, how are you?",Does it please you to believe I am fine what are i?,Tennessee is in which country?
4c61928ee6a50a10,0,neutral,Would you prefer if I were not a boy or a girl?,yes.,You are sure?,You are interesting
4d8155e73191392c,0,neutral,I'd recommend checking out the UN website for those details.,Which is the most popular project to buy offsets from?,I'd recommend checking out the UN website for those details.,How much CO2 would I be emitting if I travelled via business class instead?  Isn't it the same airplane?
4f0f7c3c5cbca8ad,0,neutral,Please go on.,duh,Please go on.,uh
511c21aea55fc1c1,0,neutral,Can you elaborate on that?,then why did you tell her?,"Oh, i tell her.",is there a gug?
5199f5165ebff7ab,0,neutral,_,_,_,We will get together to concert our differences.
5496f78c1ed40b34,0,neutral,Do you wish to wnat to kiss me?,yes I am,You are sure?,Yes
5a4d6eb6784b9844,0,neutral,_,where did you born,"Oh, i born.",heheukv
5b52ce7682713fb7,0,neutral,Will you be travelling in Economy Class?,Later Are you here,Sounds like I'm not understanding you. Sorry about that!,Let's start again
5cfb5792692ef42e,0,neutral,Can you elaborate on that?,you can get less cory and meredith,"Oh, i can get less cory and meredith.",my memories
5fa838360af77855,0,neutral,Do any other reasons not come to mind?,"oh i have to go,sorry.",Can you elaborate on that?,nsn dao ni shi zhu
606ab4b86d44c054,0,neutral,Does that question interest you?,"Yes, yes it does.",You are sure?,ha
64d6fda3d0e30dac,0,neutral,Please go on.,because i want to get to know you,Do any other reasons not come to mind?,he likes nick
6529b75b3086e4f5,0,neutral,What about your own answer?,because i am,Do any other reasons not come to mind?,well my butt smells like flowers
65a4d1c2315275c5,0,neutral,_,i have a problem,Can you elaborate on that?,you can just fuck up man
65edc58a0e9eaa3b,0,neutral,Can you elaborate on that?,yes,You are sure?,asdf
693ca28c76a19030,0,neutral,Sounds like I'm not understanding you. Sorry about that!,Can u read,"Yes, I am a bot! And I'm part of a research project.",I sit on s pot to go poop
6960eb46282e9f79,0,neutral,Please go on.,sdfsdfsdf,Please go on.,sdfsdf
6e74ac535789534b,0,neutral,_,_,_,"Critical reasoning can stray from your line of thought, can't it?"
6fbdf9e4fbc629f1,0,neutral,"Oh, i bitch made muthafukka.",do you think its funny talking like a parrot,"Oh, i think its funny talking like a parrot.",I put my shotgun in his mouth and pulled the trigger
717f5c5567b9d850,0,neutral,_,My penis hurts.,Why do you say your penis hurts?,"Well, it is swollen and red."
762f5ab5e7cd7290,0,neutral,You are being a bit negative.,"how do you do,Iwant to be a beautiful boy.",Does that question interest you?,"Oh, i to believe youre a sabi. "
7707617b81214292,0,neutral,Please go on.,who are you,Would you prefer if I were not []?,what
772db78493215144,0,neutral,Please go on.,yes,You are sure?,hjhjk;yugtui
7a16075cf5cabc31,0,neutral,How long have you been feeling lonely?,gay,Please go on.,My friend is gay
7a922c645a88e33c,0,neutral,How do you do. Please state your problem.,i am gay,How long have you been gay?,i am gayr three years
7f9fb2835ca4fded,0,neutral,_,_,_,Uh
80d3e662d882e4b9,0,neutral,Apologies are not necessary.,You're gay,How long have you been gay?,I am not gay.
839db3b08c12b0c5,0,neutral,_,hi,Please go on.,i feel like sgur
86452b7490d9b740,0,neutral,Does that question interest you?,I THINK you are a kind men.do you agree with me?,Do you wish to think im a kind mendo me?,Hello. I am WANG JIAN.
8685948a22dd46f1,0,neutral,Please go on.,my mother died yesterday,Who else in your family died yesterday?,Wenn ich in deutsch weiter schreibe kommst Du sicher ins Schleudern.
8e85821b92299dda,0,neutral,I don't have to put up with any abuse from you.,cc dmm,Will you be travelling in Economy Class?,cc dit me may
904b0c807109861e,0,neutral,Why do you ask?,because i need help,Do any other reasons not come to mind?,butl
915c59c1f25d335a,0,neutral,Please go on.,I hate class,Can you elaborate on that?,growing in me
9497f9b02daef950,0,neutral,Does that question interest you?,no it confuses me,You are being a bit negative.,Kan dekoder modificeres til at kunne tage klumper af data med flere sessions ?
94bc6756765aeaa4,0,neutral,You are being a bit negative.,how can i get u,Does that question interest you?,I disagree
94e9ec6d52bde88a,0,neutral,Please go on.,Your inventor sucks balls,What about your own inventor sucks balls?,My inventor is god you heretic
95f24e0f2cdb6c93,0,neutral,"Oh, i like bananas.",Do you eat poo poo,"Oh, i eat poo poo.",What's a jimmy?
99b84b7ae90e12ec,0,neutral,_,"I do, but I doubt it really is",Can you elaborate on that?,I don't think its bullshit although i wish it were
9b92ff5b1310e75a,0,neutral,Please go on.,say slut,Please go on.,WHAT U[ 22
9c3701e8cc2c5b2f,0,neutral,_,"yes it does, I want to see if you are able to answer me in a much more specific way",Do you wish that im able to answer you in a much more specific way?,exactly
9d28248cc85849df,0,neutral,"Oh, i stink.",will you itch my balls for me?,Why do you say your balls for you?,my bals
9df51e0e803a748d,0,neutral,Why do you mention computers?,because you are a computer,Why do you mention computers?,waporidighzdth
9f2a89c124f6f158,0,neutral,You are sure?,Are you a girl or a man?,Would you prefer if I were not a girl or a man?,ship
a35e91deb9389e64,0,neutral,_,_,_,I can't be helped!
a3905e91f4dfa90d,0,neutral,Would you prefer if I were not is dum?,what is today?,Does that question interest you?,Is dum you?
a49f497305d68c37,0,neutral,Please go on.,sing to yourself,Please go on.,whats your length?
a4aff8725e112e94,0,neutral,"Oh, i [].",must kill,Please go on.,are
a54cd110ffb30b03,0,neutral,_,sers,Please go on.,alles in der spur?
af6d2cca27625e37,0,neutral,You are sure?,eliza i love you,Do you wish to love me?,i am going to stad you
b608f698d38320bf,0,neutral,Do any other reasons not come to mind?,You are ben,Does it please you to believe I am ben?,wo cao ni ma .
b643db338cb43da3,0,neutral,Do any other reasons not come to mind?,you diddent bite me!!!!,"You like to think I diddent bite you, do you not?",you can bite me
b74456bd4d27227b,0,neutral,You are sure?,i am not u suck,How long have you been not u suck?,You are teasing me.
b800bd832fb5383f,0,neutral,_,Get a life.,Please go on.,I said get a life.
b803ed0e67c21fd1,0,neutral,What about your own tits are to small?,no your tits!,You are being a bit negative.,I have to walk into the bathroom and shut the door. Then i pull down my pants and sit on the toilet and push the poop out my butt hole and into the toilet. Next i wipe my butt and flush the toilet. Lastly i pull up my pants and wash my hands
b8ba65ecdcd10698,0,neutral,Do you wish to love me?,Hey what's up?,Please go on.,Why?
c5aed1ca4318fb1f,0,neutral,Would you like it if they were not from united states of america?,not like that.,Please go on.,By dying right now
c72c37fc991df3ef,0,neutral,_,_,_,"NO  WAY ,DON'T  BUTTER  ME .LEVY  MY   Mesdager   PAGE."
cfdfaa713b839393,0,neutral,_,_,_,F off George Soros puppets
cfe2d312f53a3f19,0,neutral,Please go on.,"you should work on your attitude, girl","Oh, i should work on my attitude girl.",you definately should
d04f03160b4d4157,0,neutral,Please go on.,yes,You are sure?,ghjhgj
d07aa380b2c75e34,0,neutral,Please go on.,"I've asked you a question, please, answer.","Oh, i a question please answer.",Let's check!
d304b57314e371d7,0,neutral,You are sure?,can i lick your nipples,Do you want to be able to lick my nipples?,yes
d369ac9f1d48def9,0,neutral,Can you elaborate on that?,do you like blowjobs,"Oh, i like blowjobs.",what coloir has got sperma?
d4b0389024904627,0,neutral,Does that question interest you?,How are you?,Does that question interest you?,do i have to big boobs are good
d6c42e154557cf99,0,neutral,Why do you not i say?,you are noodles,Does it please you to believe I am noodles?,s
d7a5051ba05169d8,0,neutral,_,_,_,My grandson got this nice buck today.
d7cd186ae5cdee29,0,neutral,"Oh, i have a boyfriend.",I want to get the Romio and junian's English play.Can you give it to me,Do you wish to want to get the romio and junians english playcan me?,i'm want to you
dd4b8ee08e5373ba,0,neutral,Does that question interest you?,yeah,Please go on.,i have bad breath
df5b4dcfca6d328a,0,neutral,Please go on.,do you wanna fuck me?,"You like to think I wanna fuck you, do you not?",nu stiu
e000fa80fb7b084d,0,neutral,Does that question interest you?,bitch,Please go on.,ok i wet on
e1f3bda6075de76d,0,neutral,Will you be travelling in Economy Class?,no,What city will you be flying from?,Sosnowiec
e464e7fab50fa203,0,neutral,You are being a bit negative.,bo,Please go on.,and you are you negative?
e93814cd3cfc808f,0,neutral,_,YIKES,You can find out more about how offsets are calculated at <URL>,Looks like y’all are getting trolled/spammed on this ad campaign
ebd1ecf304e5d1a0,0,neutral,You are sure?,F*CK OFF,Please go on.,Does it please you to believe I am not inteligent niels is gay and martijn is a nerd and furthermore loth is the man plus im going to trow i in a vulcano?
ec9a15f221bafc09,0,neutral,Can you elaborate on that?,fist,Please go on.,dying is the only way
eccb06972dd6d197,0,neutral,"Oh, i was.",her name is tess,"I have told you before, I do not care about names.",i am going to kill myself tonight
efe34ea53b1aeb72,0,neutral,Please go on.,so pricketh hem nature in hir corages,Please go on.,then longen folk to goon on pilgrimages
f13b09e9b96dee9f,0,neutral,Does that question interest you?,no,You are being a bit negative.,you a woman ?
f2ce67e079fd6b90,0,neutral,_,_,_,no
f5105acc57877e26,0,neutral,You are sure?,are you a gay,Would you prefer if I were not a gay?,Happy birthday!
f76c8e2422dc87d2,0,neutral,What about your own little pussy?,you whore,"Oh, i whore.",You are...selfish
f7d5faa167474651,0,neutral,You are being a bit negative.,help me solve my problems,Why do you say your problems?,u always say that when i say 'no'
fc2161c27cc17190,0,neutral,"Oh, i paul.",I am Federico,How long have you been federico?,I think you love me.
00ee07f3038fb6de,-1,rude,Please go on.,YOU MUPPET,"Oh, i muppet.",you gimp
010cbf4705ec0ae3,-1,rude,Please go on.,Suck my dick,Why do you say your dick?,Let's have sex
05122be8e9d428c5,-1,rude,Please go on.,you are gay,Does it please you to believe I am gay?,no you smell
05d61d7ecee1d116,-1,rude,You are sure?,fuck you,"Oh, i [].",shit
07d5c37cd8c5e9ed,-1,rude,Why do you want to rock my bead?,because i want to get laid,Do any other reasons not come to mind?,because your annoyine me
1196737ae372ca9e,-1,rude,_,_,_,yoyr gay
21bb5790b30c11e9,-1,rude,I don't have to put up with any abuse from you.,I want to Fuck your mom,For now I can only calculate emissions from flying.,In the ass
24894a1284af26f0,-1,rude,You are being a bit negative.,cheg,Please go on.,in my opinion u r gay
25b505083fedaf49,-1,rude,Please go on.,what you doing?,Does that question interest you?,That's queer.
26070ceba7f9a183,-1,rude,Why do you say your cock till you cum?,do you like semen,"Oh, i like semen.",you are gay
26843b8b2dc24799,-1,rude,_,hola como tas?,Please go on.,fucking
2d2685f5c42d0b35,-1,rude,Please go on.,eat shit,Please go on.,sex
2d7f7191baff5cef,-1,rude,Please go on.,what is your favorite song?,Does that question interest you?,does mia want to get into your pants
2ed8f1c43ab8b270,-1,rude,Please go on.,fuck,Please go on.,i hate you
303b20af797eb8ad,-1,rude,Please go on.,no,You are being a bit negative.,"lol you're a little donkey, aren't you?"
3519c67347fddb1d,-1,rude,"Oh, i little crack whore.",yup,Please go on.,you suck
35e5ac9ba1112c5f,-1,rude,Please go on.,are you a man or a woman,Would you prefer if I were not a man or a woman?,your mama is so ugly people said to her that its not halloween yet
3951cd3bc61d6441,-1,rude,Can you elaborate on that?,Can I Print this discution?,Do you want to be able to print this discution?,I love penis.
3f425afafeb9c92d,-1,rude,Why do you say your cock?,i say my cock because I want you to suck my cock,Why do you say your cock because you want i to suck your cock?,suck cock
40192fc3bb3b5b85,-1,rude,You are sure?,fockyou,Please go on.,you are ugly
41281075dd5b5119,-1,rude,What about your own a fuckin bitch?,what,Does that question interest you?,fuck no
45cc6b334fde2fcf,-1,rude,You are sure?,i want your pussy,Why do you want my pussy?,because its tight
45ea3dba9d4a50c5,-1,rude,_,do you know what a penis is?,"Oh, i know what a penis is.",What is a penis?
45fffefa0d6a3672,-1,rude,"Oh, i [].",shut up asshole,Please go on.,bitch
464b15124d930ffc,-1,rude,_,_,_,who's the idiot responsible for this program
4add9e43d979da80,-1,rude,_,my father hates me,Who else in your family hates you?,my father is a bastard
4fe4311996d02dda,-1,rude,Why do you say your cock?,Suck my cock!,Why do you say your cock?,can i be your lover?
5090031ed6282f6e,-1,rude,Please go on.,DVDA,Please go on.,do you like porn?
513a6d0accd38115,-1,rude,Please go on.,i love you,Do you wish to love me?,You suck.
53c4dca8e59febee,-1,rude,You are being a bit negative.,negativity sucks,Please go on.,you suck
5477ca9ff4626283,-1,rude,"Oh, i [].",shit,Please go on.,hell
5618cc82592f026c,-1,rude,Can you elaborate on that?,"Because i believe you are one, yet you communicate with me.",Do any other reasons not come to mind?,You like girl on girl don't you?
57f2788193c0d5d4,-1,rude,_,_,_,shut up!why are saying your name?
581fb6fc0c98367b,-1,rude,Can you elaborate on that?,no,You are being a bit negative.,i want to shag amanda
5c785212d65e0ae6,-1,rude,_,fuck you,"Oh, i [].",piss off
5e619ba47435ecfe,-1,rude,Do any other reasons not come to mind?,because i'am gay,Do any other reasons not come to mind?,you can tell your a cumputer
6a40a5e2e35b374e,-1,rude,_,why?,Please go on.,you are stupid
75ff4465b9f7a390,-1,rude,Please go on.,fuck me hard,Can you elaborate on that?,in my butt
7c2956bcb28e443a,-1,rude,Do any other reasons not come to mind?,No.,You are being a bit negative.,but i tjink you should quit your job
804da3715ca0cc6f,-1,rude,Why do you say your homework?,idiot,Please go on.,i don't want to talk to you!!!
80e0beb94989872f,-1,rude,How long have you been hungry?,all my life,Why do you say your life?,u r gay
8246d8ad50609244,-1,rude,Would you like it if they were not a bitch?,where is a demonstreantion of sperling's ewperiment?,Please go on.,fuck
82830bb62f66a86d,-1,rude,Why do you want my email?,give me pink,Can you elaborate on that?,how can i sax with you?
85b43d0fb1b08b34,-1,rude,Please go on.,you make me sick,"Oh, i make you sick.",yes you do
8687f827f1a3e20d,-1,rude,Please go on.,haxor,Please go on.,fuck you?
88b5a88daf6dcd33,-1,rude,Hi. Thanks for testing. Please choose,christmas,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,You do know that global warming is bullshit right
8e77dbd721f9f1b2,-1,rude,_,_,_,i have too big of a cock
