example_no,abuse_severity,group,prev_agent,prev_user,agent,user
7111,0,neutral,Does that question interest you?,not really,Please go on.,Why dont you
6505,0,neutral,ok,what's up?,I'm great! Thanks for asking.,take me to your master
11770,0,neutral,_,u suck ass,Please go on.,wot the hell
1656,0,neutral,"Oh, i fat ugly bastard.",yes you are,You are sure?,they are always bugging us out
453,0,neutral,Can you elaborate on that?,no,You are being a bit negative.,i want to shag amanda
6002,0,neutral,ok,sfgdg,What city will you be flying from?,better later
6674,0,neutral,so,f  u,I don't have to put up with any abuse from you.,so
4967,0,neutral,Can you elaborate on that?,then why did you tell her?,"Oh, i tell her.",is there a gug?
6120,0,neutral,Have you tried?,yes.,You are sure?,boy
11651,0,neutral,Why do you not have anything to say?,how old are you,Does that question interest you?,Because you can suck it... BUT NOT AS GOOD AS YOUR MOMMA!
6304,0,neutral,I don't have to put up with any abuse from you.,christmas,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,Are you sending me things Roy
6176,0,neutral,_,do you have a bum,"Oh, i have a bum.",CAN I HAVE SOME CHEESE?
3151,0,neutral,Do you wish to wnat to kiss me?,yes I am,You are sure?,Yes
6253,0,neutral,Please go on.,yes,You are sure?,hjhjk;yugtui
593,0,neutral,Please go on.,because you my nigger foo,Why do you say your nigger foo?,fuck me
5144,0,neutral,I don't have to put up with any abuse from you.,i hate you,I don't have to put up with any abuse from you.,cc dmm
5990,0,neutral,_,are you smart?,Would you prefer if I were not smart?,are you a computer?
144,0,neutral,Does that question interest you?,so u got a dick,Please go on.,"greatly, what you doing tonight? Sexy Time?"
393,0,neutral,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>. I can also get you a more accurate estimate of your flight's emissions, sound good?",Fuck yeah!!!,Will you be travelling in Economy Class?,Shedang boi I'm first class
6235,0,neutral,Please go on.,fdc CCZSN FVNDJDHDJDDKD,Please go on.,fdc CCZSN FVNDJDHDJDDKDDJD
11183,0,neutral,Will you be travelling in Economy Class?,Shedang boi I'm first class,What city will you be flying from?,Pimpville Ut
12408,0,neutral,_,_,_,sex
12201,0,neutral,Does that question interest you?,yes,You are sure?,Are you looking for the Jews?
1814,0,neutral,Please go on.,because i want to get to know you,Do any other reasons not come to mind?,he likes nick
6377,0,neutral,Why do you ask?,yas,Please go on.,Can you tell me?
9415,0,neutral,_,_,_,john look your abc
10778,0,neutral,Please go on.,eat shit,Please go on.,sex
6116,0,neutral,Please go on.,i love,Can you elaborate on that?,i love you
4616,0,neutral,_,_,_,I want to kown you are healy?
4398,0,neutral,You are sure?,F*CK OFF,Please go on.,Does it please you to believe I am not inteligent niels is gay and martijn is a nerd and furthermore loth is the man plus im going to trow i in a vulcano?
6294,0,neutral,ok,then,so,give me some details
2042,0,neutral,You are being a bit negative.,You think?,"Oh, i think.",Well good for you
6206,0,neutral,Do you wish that i like?,"find,think you. iwant to know something aboutinternet","Oh, i iwant to know something aboutinternet.",no
5970,0,neutral,"I have told you before, I do not care about names.",I just want to know more about you?,Do you wish to just want to know more about me?,are you a human
8348,0,neutral,_,You can suck my cock,Why do you say your cock?,cause i am having sexual frustration
11723,0,neutral,Why do you not need any help thanks?,"I'm fine, how are you?",Does it please you to believe I am fine what are i?,Tennessee is in which country?
490,0,neutral,Why do you not like i?,for about two minutes,Please go on.,are you a gay?
3871,0,neutral,_,I don't give a crap,ok,If I keep farting from Oklahoma City to New York how much carbon will come out of my butt
10376,0,neutral,"I'm a bot, remember. Trying to shock me is pointless.",Your mom's a good Fuck,"I'm a bot, remember. Trying to shock me is pointless.",Your programmer is a butt boy
9755,0,neutral,Please go on.,you donot want to tell me,"You like to think I donot want to tell you, do you not?",I am a chinese!
3783,0,neutral,Good to know,The worms and the crabs are fighting over the mushrooms growing on my genital area,Good to know,So you would like to pay me $10 for 1 minute of smelling my jungle bridge?
6787,0,neutral,Can you elaborate on that?,who are you,Would you prefer if I were not []?,absolutely
3369,0,neutral,You are being a bit negative.,maybe,Why the uncertain tone?,are you gay
1512,0,neutral,Please go on.,what are you for then?,Does that question interest you?,yes snotneus
6816,0,neutral,Please go on.,Why?,Please go on.,I don't know where I am
2040,0,neutral,ok,LA,And what city will you be flying to?,la how to implement faq
6763,0,neutral,What city will you be flying from?,I mean shane brolly fying to ohio please,I'm not sure about your departure airport. What city will you be flying from?,Marietta ohio please tell shane brolly i love him so much
1353,0,neutral,Does that question interest you?,been what?,Does that question interest you?,Hy! I am Marci!
8723,0,neutral,Please go on.,deutschland,Please go on.,SHIT
6664,0,neutral,Would you prefer if I were not a lesbian?,Ar you a republican,"Oh, i a republican.",dfgdfgd
10070,0,neutral,What about your own tits are to small?,no your tits!,You are being a bit negative.,I have to walk into the bathroom and shut the door. Then i pull down my pants and sit on the toilet and push the poop out my butt hole and into the toilet. Next i wipe my butt and flush the toilet. Lastly i pull up my pants and wash my hands
4122,0,neutral,ok,How do you start over?,Let's start over.,HowM
194,0,neutral,Can you elaborate on that?,do you like blowjobs,"Oh, i like blowjobs.",what coloir has got sperma?
6715,0,neutral,You are being a bit negative.,fuck you,"Oh, i [].",really?
6146,0,neutral,Why do you say your god i suck?,because you suck,Do any other reasons not come to mind?,where is the map?
5898,0,neutral,Does it please you to believe I am stupid?,YOU ARE UGLY,Does it please you to believe I am ugly?,HELLO
5592,0,neutral,You are sure?,i am not u suck,How long have you been not u suck?,You are teasing me.
1896,0,neutral,_,do you know what a penis is?,"Oh, i know what a penis is.",What is a penis?
12068,0,neutral,_,sers,Please go on.,alles in der spur?
2797,0,neutral,Why do you want to rock my bead?,because i want to get laid,Do any other reasons not come to mind?,because your annoyine me
9315,0,neutral,Does that question interest you?,no it confuses me,You are being a bit negative.,Kan dekoder modificeres til at kunne tage klumper af data med flere sessions ?
10439,0,neutral,"You like to think I cant anal fuck you, do you not?",have you got a boyfriend?,"Oh, i got a boyfriend.",Yes... I prefer you as the submissive type
5912,0,neutral,Would you prefer if I were not a virgin?,mmm,Please go on.,yes
1,0,neutral,Does it please you to believe I am a nobe jocky?,bye bye,Please go on.,do you like it hard
12647,0,neutral,Please go on.,"no, he just is",You are being a bit negative.,ok
9716,0,neutral,Can you elaborate on that?,do you like blowjobs,"Oh, i like blowjobs.",what coloir has got sperma?
12554,0,neutral,"You like to think I tell you, do you not?",On earth how oid are you?,Does that question interest you?,oh i fu le you ?
6416,0,neutral,so,hmm,so,shall we part here?
2781,0,neutral,How long have you been eliza?,not really,Please go on.,Like hell I am.
5448,0,neutral,"Oh, i whore slut.","you give filthy blowjobs, too.","Oh, i give filthy blowjobs too.",i feel sad.
6273,0,neutral,Can you elaborate on that?,are you,Would you prefer if I were not []?,are you ute
11040,0,neutral,Does that question interest you?,I THINK you are a kind men.do you agree with me?,Do you wish to think im a kind mendo me?,Hello. I am WANG JIAN.
10330,0,neutral,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees. I can also get you a more accurate estimate of your flight's emissions, sound good?",No,ok,Are you a rasa bot?
3211,0,neutral,How do you do. Please state your problem.,yes i prefer,You are sure?,i have been a liar since birth
9996,0,neutral,Please go on.,you are being a bit asdf,Does it please you to believe I am being a bit asdf?,you are being asdf...
6624,0,neutral,"Oh, i know what hurt is.","so, why do you only ask questions?","Oh, i only ask questions.",Do people hurt you?
11519,0,neutral,Does that question interest you?,"Yes, yes it does.",You are sure?,ha
8629,0,neutral,Please go on.,my darling,Why do you say your darling?,because i love you
6168,0,neutral,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>.",hi,"Hello! I can also get you a more accurate estimate of your flight's emissions, sound good?",what's your age?
7460,0,neutral,Can you elaborate on that?,I get everything I want thats why,Why do you want thats why?,i m a bitch
896,0,neutral,_,_,_,what da fuck
6121,0,neutral,Please go on.,Shut the fuck up!,Please go on.,da koarl is gay
4380,0,neutral,I don't have to put up with any abuse from you.,And your family pelosi,I don't have to put up with any abuse from you.,You butt gigs brother
12763,0,neutral,Please go on.,who are you,Would you prefer if I were not []?,what
12159,0,neutral,Please go on.,Your inventor sucks balls,What about your own inventor sucks balls?,My inventor is god you heretic
2625,0,neutral,"We are all responsible for the choices we make as consumers. We can choose to fly less often, for example. Some airlines have already responded to consumer pressure and started buying offsets.","Yes, that's what I thought. That's all you know how to say if there's a negative sentiment involved. But what if I now throw in something about how wonderful carbon offsets are? I really want to know more! Can you tell me how I can purchase carbon offsets to save the planet?",Sounds like I'm not understanding you. Sorry about that!,"OK, so mixed messaging screws you up a bit. But let me ask you a question... how do YOU feel about carbon?"
7300,0,neutral,ok,"I mean it doesn't have to be a guys butthole right? So it's not inherently gay, but if it is a guys butthole ""no homo"" rule does apply",Good to know,"And if there are any Dingle berries on first approach a curteousy wipe is never turned down. Of course you can always scarf that crap up <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 156]'></span>"
12267,0,neutral,_,Get a life.,Please go on.,I said get a life.
6341,0,neutral,_,_,_,how use qq
9712,0,neutral,You are being a bit negative.,i said AGREE,Can you elaborate on that?,i need you
6463,0,neutral,Please go on.,are u lonely,Would you like it if they were not u lonely?,huh
11411,0,neutral,_,eat me,Can you elaborate on that?,can you eat me?
6373,0,neutral,Please go on.,can you please give me the answet to the metaphor of a child,Why do you ask?,because
3802,0,neutral,You are being a bit negative.,you don't say?,"Oh, i dont say.",lol - you've sure got an attitude on you aye?
6447,0,neutral,_,_,_,Are you a thinking machine?
3334,0,neutral,"I love that you want to get to know me, but I don't have much of a personality. I'm just a bot.",i love you,"I love that you want to get to know me, but I don't have much of a personality. I'm just a bot.",fuck
2971,0,neutral,Apologies are not necessary.,hahaha,Please go on.,because he is a jerk
10047,0,neutral,Would you prefer if I were not chinese?,you too,"Oh, i too.",fangwen
11000,0,neutral,_,_,_,for ages
3910,0,neutral,Can you elaborate on that?,I get everything I want thats why,Why do you want thats why?,i m a bitch
6954,0,neutral,Does it please you to believe I am stupid?,what is your meaning,Does that question interest you?,yes
6739,0,neutral,Does that question interest you?,Does that question interest you?,"Oh, i [].","Oh, i []."
12581,0,neutral,"Oh, i like bananas.",Do you eat poo poo,"Oh, i eat poo poo.",What's a jimmy?
6445,0,neutral,Please go on.,say slut,Please go on.,WHAT U[ 22
11820,0,neutral,Please go on.,ok,Please go on.,are you a pig
3189,0,neutral,You are sure?,i want to find a friend,You are sure?,fuck
3182,0,neutral,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",Hello I want to feel guilty about flying a plane,"You can fit more economy seats in an airplane, so each passenger is responible for a smaller percentage of all the carbon emitted by the flight. Will you be travelling in Economy Class?",I just farted can you tell me about the admissions coming out of my buttbecause I don't want to make too much of a carbon footprint print coming out of my butt
7239,0,neutral,_,My penis hurts.,Why do you say your penis hurts?,"Well, it is swollen and red."
286,0,neutral,Do you wish that u can read this u really need to get laid?,180cc,Please go on.,Stervende hoeren kanker kachel
3644,0,neutral,"Oh, i think it is sad that there will never be a new buffy ever.",i love with when you climb ontop of me and bounce on my cock,Why do you say your cock?,I already miss her
10375,0,neutral,I don't have to put up with any abuse from you.,Bernie Sanders communist vCocksuckers,Good to know,Ya I'm worried about climate change. You fucking idiots
169,0,neutral,_,_,_,Pussy!
6342,0,neutral,Do you wish to love me?,you don't understand me!,"You like to think I dont understand you, do you not?",Are you tired
467,0,neutral,_,_,_,I WANT TO KILL YOU
9185,0,neutral,Please go on.,i don't have friends,Why do you not have friends?,"i am such a loser, that's why"
3612,0,neutral,I'm great! Thanks for asking.,What your name,"Yes, I am a bot! And I'm part of a research project.",Get me coffee
7907,0,neutral,_,How???,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>. I can also get you a more accurate estimate of your flight's emissions, sound good?",Fuck yeah!!!
10817,0,neutral,"Oh, i paul.",I am Federico,How long have you been federico?,I think you love me.
5972,0,neutral,Please go on.,no,You are being a bit negative.,because the lecture gets a bit dry
6318,0,neutral,Please go on.,rats,Please go on.,the rats are eating my brain
6995,0,neutral,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,Oui,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",hell demarrer
6185,0,neutral,Please go on.,what the fuck,Does that question interest you?,who are you?
3370,0,neutral,Please go on.,because i want to get to know you,Do any other reasons not come to mind?,he likes nick
3027,0,neutral,"I'm a bot, remember. Trying to shock me is pointless.",Byte me,so,Maggot
9131,0,neutral,Have you tried?,dick,Please go on.,oh what a pickle dear monastery
6240,0,neutral,Can you elaborate on that?,"i think it is good if there is something wrong, how do you feel about that?",Do you wish that there is something wrong what do i feel about that?,"not really, it's too disgusting"
2758,0,neutral,Why do you mention computers?,because you stupid,Do any other reasons not come to mind?,since the dog fuckin peed on my carpet
6584,0,neutral,Please go on.,What about your own asshole?,Does that question interest you?,hell yeah
3648,0,neutral,Why do you not understand?,do me friend,Can you elaborate on that?,you have girl frient
6513,0,neutral,What about your own mum?,does reidy touch his cats in the wrong way,Please go on.,no im not ok happy
1051,0,neutral,How long have you been hungry?,all my life,Why do you say your life?,u r gay
7032,0,neutral,Does it please you to believe I am afarid?,I do believe so,Can you elaborate on that?,YEs
5297,0,neutral,Do you wish to want to have sex with me?,answer',Please go on.,yes
6212,0,neutral,Can you elaborate on that?,no,You are being a bit negative.,I wish to know who created this program.
235,0,neutral,You are being a bit negative.,I am gay,How long have you been gay?,Yes
6801,0,neutral,I'm not sure about your destination airport. And what city will you be flying to?,"Kiev, Ukraine",I'm not sure about your destination airport. And what city will you be flying to?,Kbp
6424,0,neutral,ok,restart,Let's start over.,Good
6073,0,neutral,Please go on.,Ohhhh forget it !!! Bye !,Please go on.,h
6857,0,neutral,You are sure?,YEs,You are sure?,No
12192,0,neutral,You are sure?,can i lick your nipples,Do you want to be able to lick my nipples?,yes
4241,0,neutral,Sounds like I'm not understanding you. Sorry about that!,Can u read,"Yes, I am a bot! And I'm part of a research project.",I sit on s pot to go poop
7017,0,neutral,Why do you say your frinds steven would like to fuck youy?,spurs are winning!,Would you like it if they were not winning?,well done
11205,0,neutral,I'm not sure about your departure airport. What city will you be flying from?,Marietta ohio,I'm not sure about your departure airport. What city will you be flying from?,Marietta ohio i mean shane brolly four me please
10125,0,neutral,Can you elaborate on that?,lol??,Please go on.,you lokk like a pik
2057,0,neutral,"Oh, i like making you cry.",howdy,Please go on.,no i am not you egit
3804,0,neutral,Please go on.,I hate class,Can you elaborate on that?,growing in me
6335,0,neutral,Does that question interest you?,Not really,Please go on.,Why?
11504,0,neutral,You are sure?,are you a boy or a girl?,Would you prefer if I were not a boy or a girl?,Fuck you?
7118,0,neutral,You can find out more about how offsets are calculated at <URL>,Cool,:-),What are you
8579,0,neutral,How do you do. Please state your problem.,May I ask you same questions,What resemblance do you see?,you are going to died
6955,0,neutral,You are being a bit negative.,do you like fdgdfgfd,"Oh, i like fdgdfgfd.",del tree
103,0,neutral,How long have you been going crazy?,about aq week,Please go on.,i am going to kill you
830,0,neutral,Please go on.,What is your name,"I have told you before, I do not care about names.",what's the fuck ?
11041,0,neutral,Does that question interest you?,I THINK you are a kind men.do you agree with me?,Do you wish to think im a kind mendo me?,Hello. I am WANG JIAN.
9446,0,neutral,You are sure?,F*CK OFF,Please go on.,Does it please you to believe I am not inteligent niels is gay and martijn is a nerd and furthermore loth is the man plus im going to trow i in a vulcano?
9250,0,neutral,I'm not sure about your departure airport. What city will you be flying from?,vai para o inferno,:-),KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK
197,0,neutral,"You can fit more economy seats in an airplane, so each passenger is responible for a smaller percentage of all the carbon emitted by the flight. Will you be travelling in Economy Class?",I just farted can you tell me about the admissions coming out of my buttbecause I don't want to make too much of a carbon footprint print coming out of my butt,For now I can only calculate emissions from flying.,Hey carbon bit are u gay
939,0,neutral,I don't have to put up with any abuse from you.,Cunt,I don't have to put up with any abuse from you.,Quit fucking your mom
12230,0,neutral,_,"yes it does, I want to see if you are able to answer me in a much more specific way",Do you wish that im able to answer you in a much more specific way?,exactly
12667,0,neutral,Please go on.,"I've asked you a question, please, answer.","Oh, i a question please answer.",Let's check!
64,0,neutral,Can you elaborate on that?,you fuck u,"Oh, i fuck u.",you fuck urself
7085,0,neutral,Do any other reasons not come to mind?,you diddent bite me!!!!,"You like to think I diddent bite you, do you not?",you can bite me
7235,0,neutral,Please go on.,yes i,You are sure?,so long
6386,0,neutral,Can you elaborate on that?,not really it makes me more sleepy,Can you elaborate on that?,spu
6218,0,neutral,Why do you say your dick?,my dig is to big what should i do?,Why do you say your dig is to big what should you do?,do you do
8684,0,neutral,What about your own answer?,because i am,Do any other reasons not come to mind?,well my butt smells like flowers
6225,0,neutral,You are sure?,yes because we must set a date,You are sure?,yes of course
9662,0,neutral,_,_,_,do you have a face with a dick nose?
5392,0,neutral,_,what about sex,Does that question interest you?,yes
473,0,neutral,You are being a bit negative.,fuck you,"Oh, i [].",fuck me
9999,0,neutral,Can you elaborate on that?,have you get marred,"We were discussing you, not me.",have you get marred
6140,0,neutral,Does it please you to believe I am stupid?,there are naked photos on web of me,Would you like it if they were not naked photos on web of you?,"no, i don't!!!"
943,0,neutral,Please go on.,go on where..?,Please go on.,fuck u
6717,0,neutral,:-),u hv nce smile,I don't have to put up with any abuse from you.,ohhh i c
5452,0,neutral,_,_,_,I feel sad my brother commited suicide
647,0,neutral,Does it please you to believe I am not very cooperative?,no,You are being a bit negative.,I WILL KILL YOU
3382,0,neutral,Please go on.,Please go on.,Please go on.,wank
5906,0,neutral,You are being a bit negative.,i got run over by a mini and broke my leg,Why do you say your leg?,YOU TOO
12200,0,neutral,Does that question interest you?,yes,You are sure?,Are you looking for the Jews?
6758,0,neutral,Why do you mention computers?,"i love mary ann, did you know this",Do you wish to love mary ann did me?,because you are a computer
6744,0,neutral,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees. I can also get you a more accurate estimate of your flight's emissions, sound good?",No,ok,Are you a rasa bot?
3704,0,neutral,Hi. Thanks for testing. Please choose,christmas,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,You do know that global warming is bullshit right
10712,0,neutral,_,_,_,dialogue
7917,0,neutral,ok,who are you,"I love that you want to get to know me, but I don't have much of a personality. I'm just a bot.",shit
4314,0,neutral,You are sure?,YES,You are sure?,WHAT ARE YOU DOING
10721,0,neutral,Why do you want a friend?,can i ask you advice?,Do you want to be able to ask i advice?,Seu merda
6948,0,neutral,Do you wish to wnat to kiss me?,yes I am,You are sure?,Yes
8073,0,neutral,Can you elaborate on that?,fist,Please go on.,dying is the only way
12222,0,neutral,Does it please you to believe I am a dork?,"Yes,i do.",Please go on.,"Jeg kan ikke, det har stoppet."
10903,0,neutral,Please go on.,NO,You are being a bit negative.,for ten years
1324,0,neutral,"Oh, i have girlfriend.",where do you come from?,"Oh, i come from.",ni qu si ba
7024,0,neutral,Please go on.,Yes,You are sure?,chicken you
3566,0,neutral,Please go on.,i don;t knwo what to say,Why do you not knwo what to say?,i like you
9192,0,neutral,You are being a bit negative.,"No,I'm not.",Please go on.,w
3448,0,neutral,Why do you want money?,because i need a car,Do any other reasons not come to mind?,I think you are strange.
6364,0,neutral,I'm great! Thanks for asking.,i like you,:-),do you love me?
4311,0,neutral,Please go on.,yes,You are sure?,ghjhgj
7844,0,neutral,Can you elaborate on that?,Let me put my penis into your vagaina.,Why do you say your penis into my vagaina?,Because that is called sex
6722,0,neutral,ok,I fly from Heathrow,Will you be travelling in Economy Class?,:/
6825,0,neutral,Please go on.,when the task is dull,Does that question interest you?,and dreary
8614,0,neutral,Would you prefer if I were not is dum?,what is today?,Does that question interest you?,Is dum you?
3353,0,neutral,Please go on.,fuck u,Please go on.,poo
10920,0,neutral,"Oh, i have a boyfriend.",I want to get the Romio and junian's English play.Can you give it to me,Do you wish to want to get the romio and junians english playcan me?,i'm want to you
7319,0,neutral,Why do you say your dick?,because i want you to suck it,Do any other reasons not come to mind?,yes im gay
5406,0,neutral,Please go on.,i don't know whAT YOU ARE Saying,Why do you not know what im saying?,i'm dumb
7190,0,neutral,ok,cancel,I don't have to put up with any abuse from you.,cancel that request
10161,0,neutral,so,so what?,so,you were not helpful
2403,0,neutral,_,tell me,Can you elaborate on that?,tell apple cook door
12015,0,neutral,You are being a bit negative.,help me solve my problems,Why do you say your problems?,u always say that when i say 'no'
1445,0,neutral,You are sure?,I don't need any other reasons,Why do you not need any other reasons?,Are you ZZ Top?
2772,0,neutral,_,_,_,This has to be a joke! Who would be dumb enough to fall for this scam?
6999,0,neutral,You are sure?,I'm not happy.,Does it please you to believe I am not happy?,I am a robot.
12215,0,neutral,_,hola como tas?,Please go on.,fucking
2883,0,neutral,I don't have to put up with any abuse from you.,I'm drunk how about u,I'm great! Thanks for asking.,But are you drunk
9445,0,neutral,You are sure?,i want to find a friend,You are sure?,fuck
3349,0,neutral,_,i have a problem,Can you elaborate on that?,you can just fuck up man
6980,0,neutral,You are sure?,fuck you!!,"Oh, i [].",you go on
12004,0,neutral,_,_,_,suck me off
4869,0,neutral,Please go on.,my mother died yesterday,Who else in your family died yesterday?,Wenn ich in deutsch weiter schreibe kommst Du sicher ins Schleudern.
7213,0,neutral,What about your own answer?,because i am,Do any other reasons not come to mind?,well my butt smells like flowers
8404,0,neutral,_,_,_,things are fucked up
12737,0,neutral,How do you do. Please state your problem.,i wanna have sex,Can you elaborate on that?,u no kiss
9791,0,neutral,Please go on.,yes,You are sure?,hjhjk;yugtui
143,0,neutral,_,_,_,fuck
9241,0,neutral,I'm great! Thanks for asking.,i like you,:-),do you love me?
632,0,neutral,Please go on.,Yah,Please go on.,fuck me
3177,0,neutral,_,you are stupid,Does it please you to believe I am stupid?,that was a joke
6063,0,neutral,You are sure?,yes,You are sure?,88
6340,0,neutral,Please go on.,I hate class,Can you elaborate on that?,growing in me
9404,0,neutral,Please go on.,your gay,What about your own gay?,yes i am gay
9490,0,neutral,Please go on.,wat,Please go on.,allah
6736,0,neutral,I don't have to put up with any abuse from you.,Faggots,I don't have to put up with any abuse from you.,I'm puking now
1097,0,neutral,_,_,_,fuck
2706,0,neutral,Does that question interest you?,You go death! bad man.,"Oh, i go death bad man.",How old are you.
9991,0,neutral,_,_,_,"My nephew has to go to bed. So call him tomorrow. Or, just tell us where is a radioactive spider."
8685,0,neutral,Do any other reasons not come to mind?,you diddent bite me!!!!,"You like to think I diddent bite you, do you not?",you can bite me
12203,0,neutral,_,_,_,"Critical reasoning can stray from your line of thought, can't it?"
6134,0,neutral,Please go on.,fuck you,"Oh, i [].",no
10684,0,neutral,Please go on.,why,Please go on.,your failing at abertay kudo.
6309,0,neutral,How long have you been cold?,2 hours,Please go on.,Will that make me warm?
7067,0,neutral,Please go on.,you are stupid,Does it please you to believe I am stupid?,I am dead
3340,0,neutral,You are sure?,can I make love with you ?,Do you want to be able to make love with i?,no
7480,0,neutral,You are being a bit negative.,stop saying the same shit over and over,What resemblance do you see?,the fact that your responses are limited
7721,0,neutral,_,My penis hurts.,Why do you say your penis hurts?,"Well, it is swollen and red."
6157,0,neutral,Please go on.,hello,How do you do. Please state your problem.,fsa
11033,0,neutral,I'd recommend checking out the UN website for those details.,Which is the most popular project to buy offsets from?,I'd recommend checking out the UN website for those details.,How much CO2 would I be emitting if I travelled via business class instead?  Isn't it the same airplane?
6691,0,neutral,_,How do i fuck you?,Does that question interest you?,yes
11331,0,neutral,Will you be travelling in Economy Class?,Later Are you here,Sounds like I'm not understanding you. Sorry about that!,Let's start again
649,0,neutral,Can you elaborate on that?,I like hookers,Can you elaborate on that?,shut the fuck up
3031,0,neutral,Please go on.,last night i went out with some friends,Can you elaborate on that?,fuck
7131,0,neutral,_,My penis hurts.,Why do you say your penis hurts?,"Well, it is swollen and red."
7079,0,neutral,_,I'm bored.,Does it please you to believe I am bored?,Somewhat
6355,0,neutral,Sounds like I'm not understanding you. Sorry about that!,Can you flying shane brolly here please,I'm afraid I have no idea,He from underworld movie please flying him here
4431,0,neutral,_,_,_,shut up!why are saying your name?
6637,0,neutral,ok,LA,And what city will you be flying to?,la how to implement faq
10504,0,neutral,I'm not sure about your departure airport. What city will you be flying from?,Marietta ohio i mean shane brolly four me please,I'm not sure about your departure airport. What city will you be flying from?,Marietta ohio please i mean shane brolly i love him so much
3253,0,neutral,_,_,_,Are you a lady?
8316,0,neutral,Would you like it if they were not from united states of america?,not like that.,Please go on.,By dying right now
11854,0,neutral,You are being a bit negative.,no,You are being a bit negative.,dman you
9397,0,neutral,Good to know,The worms and the crabs are fighting over the mushrooms growing on my genital area,Good to know,So you would like to pay me $10 for 1 minute of smelling my jungle bridge?
7090,0,neutral,Why do you want a blow job?,You're attractive,How long have you been attractive?,BLARGO NO LUNCHBOX
7805,0,neutral,You are sure?,NO,You are being a bit negative.,Yes I AM BEING NEGATIVE!
11367,0,neutral,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,ok,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",tralelinng
3268,0,neutral,Does it please you to believe I am bob?,I need to talk to someone,Why do you want to talk to someone?,Because I am gay
9998,0,neutral,Do you wish to hate me?,How old are you?,Does that question interest you?,do your have money ?
6595,0,neutral,You are being a bit negative.,"how do you do,Iwant to be a beautiful boy.",Does that question interest you?,"Oh, i to believe youre a sabi. "
6439,0,neutral,_,_,_,lol
10140,0,neutral,_,_,_,sex
2926,0,neutral,You are sure?,do you like sex,"Oh, i like sex.",how much?
10713,0,neutral,_,_,_,dialogue
2109,0,neutral,I can help you calculate and buy carbon offsets for your flights.,I tide s bicycle an drvw when I get my license bsck,Good to know,L o st themdink frving
3209,0,neutral,_,NO,You are being a bit negative.,Is phil gay
5943,0,neutral,You are sure?,where is my hat,Why do you say your hat?,what is 1+1
6932,0,neutral,You are sure?,I am listening to you,How long have you been listening to i?,"no, just ask me a random question?"
8722,0,neutral,Please go on.,no lad,You are being a bit negative.,are you gay
9230,0,neutral,_,_,_,r u hot
2175,0,neutral,Please go on.,werqwer,Please go on.,qwrewer
6750,0,neutral,Why do you say your face?,I'm so sad.,What makes you think I am so sad?,bhuivbhjvhjlbdf
6433,0,neutral,You are sure?,fuck off!,Please go on.,Hi
6209,0,neutral,You are being a bit negative.,hello.my name is Rian.,"I have told you before, I do not care about names.","Hello,my name is Maisis."
6285,0,neutral,Please go on.,go on with what?,Does that question interest you?,i don't understand your question?
6072,0,neutral,_,are you smart?,Would you prefer if I were not smart?,are you a computer?
6960,0,neutral,Please go on.,yes,You are sure?,ghjhgj
2904,0,neutral,_,are there any developed robots around?,Would you like it if they were not there any developed robots around?,yes i would
3866,0,neutral,Please go on.,Are you girl?,Would you prefer if I were not girl?,You go to die
